Compound,Neutral.Formula,CAS,CAS_RN,InChIKey,mz,Adduct,Charge,CCS,SD,RSD,CCS.z,Peak.N,Kingdom,Super.Class,Class,Subclass,N.Rep,Sources
8-iso-15(R)-Prostaglandin F2alpha,C20H34O5,214748-65-9,CAS_RN:214748-65-9,PXGPLTODNUVGFL-PGWUFSIFSA-N,377.2304,[M+Na],1,199.5,0.527,0.0026,199.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Eicosanoids,3,7
8-iso-Prostaglandin F2alpha,C20H34O5,27415-26-5,CAS_RN:27415-26-5,PXGPLTODNUVGFL-NAPLMKITSA-N,353.2328,[M-H],-1,196.6,0.174,9.00E-04,196.6,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Eicosanoids,3,7
8-iso-Prostaglandin F2alpha,C20H34O5,27415-26-5,CAS_RN:27415-26-5,PXGPLTODNUVGFL-NAPLMKITSA-N,377.2304,[M+Na],1,197.8,0.433,0.0022,197.8,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Eicosanoids,3,7
8(9)-EET,C20H32O3,81246-85-7,CAS_RN:81246-85-7,DBWQSCSXHFNTMO-QPZDSRGTSA-N,319.2235,[M-H],-1,184,0.058,3.00E-04,184,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
8(9)-EET,C20H32O3,81246-85-7,CAS_RN:81246-85-7,DBWQSCSXHFNTMO-QPZDSRGTSA-N,343.2211,[M+Na],1,185.6,0.457,0.0025,185.6,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
8(S)-HETE,C20H32O3,98462-03-4,CAS_RN:98462-03-4,NLUNAYAEIJYXRB-VYOQERLCSA-N,319.2235,[M-H],-1,184.4,0.251,0.0014,184.4,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Eicosanoids,3,7
8(S)-HETE,C20H32O3,98462-03-4,CAS_RN:98462-03-4,NLUNAYAEIJYXRB-VYOQERLCSA-N,343.2211,[M+Na],1,186,0.489,0.0026,186,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Eicosanoids,3,7
9-HODE,C18H32O3,98524-19-7,CAS_RN:98524-19-7,NPDSHTNEKLQQIJ-ZJHFMPGASA-N,295.2273,[M-H],-1,180,0.153,9.00E-04,180,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
9-HODE,C18H32O3,98524-19-7,CAS_RN:98524-19-7,NPDSHTNEKLQQIJ-ZJHFMPGASA-N,319.2249,[M+Na],1,187.9,0.348,0.0019,187.9,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
9-Methylanthracene,C15H12,779-02-2,CAS_RN:779-02-2,CPGPAVAKSZHMBP-UHFFFAOYSA-N,192.0939,[M*],1,134.8,0.387,0.0029,134.8,1,Organic compounds,Benzenoids,Phenanthrenes and derivatives,NA,3,7
9-OxoODE,C18H30O3,54232-59-6,CAS_RN:54232-59-6,LUZSWWYKKLTDHU-UHFFFAOYSA-N,293.2117,[M-H],-1,180,0.058,3.00E-04,180,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
9-OxoODE,C18H30O3,54232-59-6,CAS_RN:54232-59-6,LUZSWWYKKLTDHU-UHFFFAOYSA-N,295.2273,[M+H],1,183.4,0.054,3.00E-04,183.4,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
9-OxoODE,C18H30O3,54232-59-6,CAS_RN:54232-59-6,LUZSWWYKKLTDHU-UHFFFAOYSA-N,317.2093,[M+Na],1,198.2,1.784,0.009,198.2,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Lineolic acids and derivatives,3,7
Abscisic Acid,C15H20O4,21293-29-8,CAS_RN:21293-29-8,JLIDBLDQVAYHNE-YKALOCIXSA-N,263.1283,[M-H],-1,173.8,0.058,3.00E-04,173.8,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,3,7
Abscisic Acid,C15H20O4,21293-29-8,CAS_RN:21293-29-8,JLIDBLDQVAYHNE-YKALOCIXSA-N,265.144,[M+H],1,159.5,0.531,0.0033,159.5,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,3,7
Abscisic Acid,C15H20O4,21293-29-8,CAS_RN:21293-29-8,JLIDBLDQVAYHNE-YKALOCIXSA-N,287.1259,[M+Na],1,175.1,0.226,0.0013,175.1,1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,3,7
Acacetin,C16H12O5,480-44-4,CAS_RN:480-44-4,DANYIYRPLHHOCZ-UHFFFAOYSA-N,283.0606,[M-H],-1,172.3,0.701,0.0041,172.3,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,3,7
Acacetin,C16H12O5,480-44-4,CAS_RN:480-44-4,DANYIYRPLHHOCZ-UHFFFAOYSA-N,285.0763,[M+H],1,166,1.319,0.0079,166,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,3,7
Acenaphthene,C12H10,83-32-9,CAS_RN:83-32-9,CWRYPZZKDGJXCA-UHFFFAOYSA-N,154.0782,[M*],1,127.7,0.526,0.0041,127.7,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
Acenaphthenequinone,C12H6O2,82-86-0,CAS_RN:82-86-0,AFPRJLBZLPBTPZ-UHFFFAOYSA-N,183.0446,[M+H],1,143.8,2.245,0.0156,143.8,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,8
Acenaphthylene,C12H8,208-96-8,CAS_RN:208-96-8,HXGDTGSAIMULJN-UHFFFAOYSA-N,152.0626,[M*],1,123.3,0.374,0.003,123.3,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
Acenaphthylene,C12H8,208-96-8,CAS_RN:208-96-8,HXGDTGSAIMULJN-UHFFFAOYSA-N,153.0704,[M+H],1,124.2,0.47,0.0038,124.2,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
Acetaminophen,C8H9NO2,103-90-2,CAS_RN:103-90-2,RZVAJINKPMORJF-UHFFFAOYSA-N,150.0555,[M-H],-1,132.7,0.621,0.0047,132.7,1,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,3,1
Acetaminophen,C8H9NO2,103-90-2,CAS_RN:103-90-2,RZVAJINKPMORJF-UHFFFAOYSA-N,152.0712,[M+H],1,139.3,0.311,0.0022,139.3,1,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,6,1
Acetochlor,C14H20ClNO2,34256-82-1,CAS_RN:34256-82-1,VTNQPKFIQCLBDU-UHFFFAOYSA-N,270.1261,[M+H],1,173.5,0.643,0.0037,173.5,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,3,7
Acetochlor,C14H20ClNO2,34256-82-1,CAS_RN:34256-82-1,VTNQPKFIQCLBDU-UHFFFAOYSA-N,292.108,[M+Na],1,159.1,0.158,0.001,159.1,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,3,7
Acetylcholine,C7H16NO2,60-31-1,CAS_RN:60-31-1,OIPILFWXSMYKGL-UHFFFAOYSA-N,146.1186,[M*],1,129.2,0.469,0.0036,129.2,1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,4,8
Acetylsalicylic Acid,C9H8O4,50-78-2,CAS_RN:50-78-2,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,203.032,[M+Na],1,145.9,0.416,0.0029,145.9,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,3,7
Acridine,C13H9N,260-94-6,CAS_RN:260-94-6,DZBUGLKDJFMEHC-UHFFFAOYSA-N,179.0735,[M*],1,132,0.924,0.007,132,1,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Acridines,1,1
Acridine,C13H9N,260-94-6,CAS_RN:260-94-6,DZBUGLKDJFMEHC-UHFFFAOYSA-N,180.0813,[M+H],1,133.7,0.348,0.0026,133.7,1,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Acridines,1,1
Adenine,C5H5N5,73-24-5,CAS_RN:73-24-5,GFFGJBXGBJISGV-UHFFFAOYSA-N,134.0486,[M-H],-1,120.6,1.286,0.0107,120.6,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,11,"7, 8"
Adenine,C5H5N5,73-24-5,CAS_RN:73-24-5,GFFGJBXGBJISGV-UHFFFAOYSA-N,136.0614,[M+H],1,125.6,1.427,0.0114,125.6,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,11,"7, 8"
Adenine,C5H5N5,73-24-5,CAS_RN:73-24-5,GFFGJBXGBJISGV-UHFFFAOYSA-N,158.0434,[M+Na],1,137,0.445,0.0033,137,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,8,8
Adenine Monochloride,C5H5N5,2922-28-3,CAS_RN:2922-28-3,UQVDQSWZQXDUJB-UHFFFAOYSA-N,134.0486,[M-H],-1,119.9,0.483,0.004,119.9,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,8,8
Adenine Monochloride,C5H5N5,2922-28-3,CAS_RN:2922-28-3,UQVDQSWZQXDUJB-UHFFFAOYSA-N,136.0614,[M+H],1,124.8,0.406,0.0033,124.8,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,8,8
Adenine Monochloride,C5H5N5,2922-28-3,CAS_RN:2922-28-3,UQVDQSWZQXDUJB-UHFFFAOYSA-N,158.0434,[M+Na],1,137,0.445,0.0033,137,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,8,8
Adenosine,C10H13N5O4,58-61-7,CAS_RN:58-61-7,OIRDTQYFTABQOQ-KQYNXXCUSA-N,266.0897,[M-H],-1,157.7,0.171,0.0011,157.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,4,8
Adenosine,C10H13N5O4,58-61-7,CAS_RN:58-61-7,OIRDTQYFTABQOQ-KQYNXXCUSA-N,268.1046,[M+H],1,155.5,0.386,0.0025,155.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,7,"7, 8"
Adenosine,C10H13N5O4,58-61-7,CAS_RN:58-61-7,OIRDTQYFTABQOQ-KQYNXXCUSA-N,268.1041,[M+H],1,161.6,0.37,0.0023,161.6,2,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,4,8
Adenosine,C10H13N5O4,58-61-7,CAS_RN:58-61-7,OIRDTQYFTABQOQ-KQYNXXCUSA-N,290.0875,[M+Na],1,165.6,0.171,0.001,165.6,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,4,8
Adenosine Diphosphate Ribose,C15H23N5O14P2,68414-18-6,CAS_RN:68414-18-6,LVIWKNSMPKNKBI-UHFFFAOYSA-N,580.0461,[M-2H+Na],-1,187.8,0.173,9.00E-04,187.8,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,4,8
Adenosine Diphosphate Ribose,C15H23N5O14P2,68414-18-6,CAS_RN:68414-18-6,LVIWKNSMPKNKBI-UHFFFAOYSA-N,558.0655,[M-H],-1,202.1,0.359,0.0018,202.1,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,4,8
Adenosine Diphosphate Ribose,C15H23N5O14P2,68414-18-6,CAS_RN:68414-18-6,LVIWKNSMPKNKBI-UHFFFAOYSA-N,558.0655,[M-H],-1,206.8,0.829,0.004,206.8,2,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,4,8
Adenosine Diphosphate Ribose,C15H23N5O14P2,68414-18-6,CAS_RN:68414-18-6,LVIWKNSMPKNKBI-UHFFFAOYSA-N,576.0745,[M-H+H2O],-1,204.2,0.718,0.0035,204.2,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,4,8
Adenosine Diphosphate Ribose,C15H23N5O14P2,68414-18-6,CAS_RN:68414-18-6,LVIWKNSMPKNKBI-UHFFFAOYSA-N,560.0791,[M+H],1,212.5,0.129,6.00E-04,212.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,4,8
Adenosine Diphosphate Ribose,C15H23N5O14P2,68414-18-6,CAS_RN:68414-18-6,LVIWKNSMPKNKBI-UHFFFAOYSA-N,582.0605,[M+Na],1,217.6,0.34,0.0016,217.6,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,4,8
"Adenosine-2',3'-Cyclic Phosphate",C10H12N5O6P,37063-35-7,CAS_RN:37063-35-7,KMYWVDDIPVNLME-UHFFFAOYSA-N,328.0456,[M-H],-1,169.4,0.058,3.00E-04,169.4,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,4,8
"Adenosine-2',3'-Cyclic Phosphate",C10H12N5O6P,37063-35-7,CAS_RN:37063-35-7,KMYWVDDIPVNLME-UHFFFAOYSA-N,346.0556,[M-H+H2O],-1,173.6,0.126,7.00E-04,173.6,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,4,8
"Adenosine-2',3'-Cyclic Phosphate",C10H12N5O6P,37063-35-7,CAS_RN:37063-35-7,KMYWVDDIPVNLME-UHFFFAOYSA-N,330.06,[M+H],1,168,0.141,8.00E-04,168,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,4,8
"Adenosine-2',3'-Cyclic Phosphate",C10H12N5O6P,37063-35-7,CAS_RN:37063-35-7,KMYWVDDIPVNLME-UHFFFAOYSA-N,352.0406,[M+Na],1,174.9,0.52,0.003,174.9,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,4,8
"Adenosine-2',3'-Cyclic Phosphate",C10H12N5O6P,37063-35-7,CAS_RN:37063-35-7,KMYWVDDIPVNLME-UHFFFAOYSA-N,352.0406,[M+Na],1,181.3,0.592,0.0033,181.3,2,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,4,8
"Adenosine-3',5'-Diphosphate",C10H15N5O10P2,75431-54-8,CAS_RN:75431-54-8,AAQFEENIXHFFDP-UHFFFAOYSA-N,448.0038,[M-2H+Na],-1,188.6,0.191,0.001,188.6,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,4,8
"Adenosine-3',5'-Diphosphate",C10H15N5O10P2,75431-54-8,CAS_RN:75431-54-8,AAQFEENIXHFFDP-UHFFFAOYSA-N,426.0238,[M-H],-1,184.3,0.1,5.00E-04,184.3,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,4,8
"Adenosine-3',5'-Diphosphate",C10H15N5O10P2,75431-54-8,CAS_RN:75431-54-8,AAQFEENIXHFFDP-UHFFFAOYSA-N,428.0349,[M+H],1,183.2,0.15,8.00E-04,183.2,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,4,8
"Adenosine-3',5'-Diphosphate",C10H15N5O10P2,75431-54-8,CAS_RN:75431-54-8,AAQFEENIXHFFDP-UHFFFAOYSA-N,450.0166,[M+Na],1,188.1,0.208,0.0011,188.1,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,4,8
Adenosine-5'-diphosphate (From Bacterial Source),C10H15N5O10P2,20398-34-9,CAS_RN:20398-34-9,XTWYTFMLZFPYCI-KQYNXXCUSA-N,448.0035,[M-2H+Na],-1,187.8,0.173,9.00E-04,187.8,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,4,8
Adenosine-5'-diphosphate (From Bacterial Source),C10H15N5O10P2,20398-34-9,CAS_RN:20398-34-9,XTWYTFMLZFPYCI-KQYNXXCUSA-N,426.0216,[M-H],-1,184.8,1.559,0.0084,184.8,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,7,"7, 8"
Adenosine-5'-diphosphate (From Bacterial Source),C10H15N5O10P2,20398-34-9,CAS_RN:20398-34-9,XTWYTFMLZFPYCI-KQYNXXCUSA-N,428.033,[M+H],1,187.2,0.456,0.0024,187.2,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,7,"7, 8"
Adenosine-5'-diphosphate (From Bacterial Source),C10H15N5O10P2,20398-34-9,CAS_RN:20398-34-9,XTWYTFMLZFPYCI-KQYNXXCUSA-N,450.0142,[M+Na],1,194.2,1.412,0.0073,194.2,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,7,"7, 8"
Adenosine-5'-diphosphoglucose Disodium Salt,C16H25N5O15P2,102129-65-7,CAS_RN:102129-65-7,GZBIVALVIPYODS-UQGWVDHFSA-L,610.0563,[M-2H+Na],-1,218.3,0.171,8.00E-04,218.3,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,4,8
Adenosine-5'-diphosphoglucose Disodium Salt,C16H25N5O15P2,102129-65-7,CAS_RN:102129-65-7,GZBIVALVIPYODS-UQGWVDHFSA-L,588.0744,[M-H],-1,217.8,0.968,0.0044,217.8,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,7,"7, 8"
Adenosine-5'-diphosphoglucose Disodium Salt,C16H25N5O15P2,102129-65-7,CAS_RN:102129-65-7,GZBIVALVIPYODS-UQGWVDHFSA-L,590.0901,[M+H],1,216.5,0.576,0.0027,216.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine nucleotide sugars,7,"7, 8"
Adenosine-5'-diphosphoglucose Disodium Salt,C16H25N5O15P2,102129-65-7,CAS_RN:102129-65-7,GZBIVALVIPYODS-UQGWVDHFSA-L,628.0336,[M+K],1,225.9,0.568,0.0025,225.9,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,4,8
Adenosine-5'-diphosphoglucose Disodium Salt,C16H25N5O15P2,102129-65-7,CAS_RN:102129-65-7,GZBIVALVIPYODS-UQGWVDHFSA-L,612.072,[M+Na],1,225.6,1.253,0.0056,225.6,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine nucleotide sugars,7,"7, 8"
Adenosine-5'-monophosphate,C10H14N5O7P,4578-31-8,CAS_RN:4578-31-8,QGXLVXZRPRRCRP-IDIVVRGQSA-L,368.0372,[M-2H+Na],-1,179.7,0.311,0.0017,179.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,4,8
Adenosine-5'-monophosphate,C10H14N5O7P,4578-31-8,CAS_RN:4578-31-8,QGXLVXZRPRRCRP-IDIVVRGQSA-L,346.0558,[M-H],-1,174.1,1.25,0.0072,174.1,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,7,"7, 8"
Adenosine-5'-monophosphate,C10H14N5O7P,4578-31-8,CAS_RN:4578-31-8,QGXLVXZRPRRCRP-IDIVVRGQSA-L,348.0686,[M+H],1,171.5,0.243,0.0014,171.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,7,"7, 8"
Adenosine-5'-monophosphate,C10H14N5O7P,4578-31-8,CAS_RN:4578-31-8,QGXLVXZRPRRCRP-IDIVVRGQSA-L,370.0489,[M+Na],1,177.1,0.25,0.0014,177.1,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,4,8
Adenosine-5'-triphosphate,C10H16N5O13P3,34369-07-8,CAS_RN:34369-07-8,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,527.9701,[M-2H+Na],-1,193.5,0.181,9.00E-04,193.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,8,8
Adenosine-5'-triphosphate,C10H16N5O13P3,34369-07-8,CAS_RN:34369-07-8,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,505.9893,[M-H],-1,188.3,0.225,0.0012,188.3,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,8,8
Adenosine-5'-triphosphate,C10H16N5O13P3,34369-07-8,CAS_RN:34369-07-8,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,508.0034,[M+H],1,196.7,0.262,0.0013,196.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,8,8
Adenosine-5'-triphosphate,C10H16N5O13P3,34369-07-8,CAS_RN:34369-07-8,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,529.9854,[M+Na],1,204.2,0.426,0.0021,204.2,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,10,"7, 8"
Adipate,C6H10O4,124-04-9 ,CAS_RN:124-04-9 ,WNLRTRBMVRJNCN-UHFFFAOYSA-N,167.032,[M-2H+Na],-1,132.4,0.754,0.0057,132.4,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
Adipate,C6H10O4,124-04-9 ,CAS_RN:124-04-9 ,WNLRTRBMVRJNCN-UHFFFAOYSA-L,145.0501,[M-H],-1,127.5,0.726,0.0057,127.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
Adipate,C6H10O4,124-04-9 ,CAS_RN:124-04-9 ,WNLRTRBMVRJNCN-UHFFFAOYSA-L,169.0465,[M+Na],1,135.9,0.299,0.0022,135.9,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
Adrenic Acid,C22H32O2,28874-58-0,CAS_RN:28874-58-0,TWSWSIQAPQLDBP-DOFZRALJSA-N,331.263,[M-H],-1,190.3,1.674,0.0088,190.3,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
Adrenic Acid,C22H32O2,28874-58-0,CAS_RN:28874-58-0,TWSWSIQAPQLDBP-DOFZRALJSA-N,333.2787,[M+H],1,188.2,0.702,0.0037,188.2,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
Adrenic Acid,C22H32O2,28874-58-0,CAS_RN:28874-58-0,TWSWSIQAPQLDBP-DOFZRALJSA-N,355.2606,[M+Na],1,191.6,1.673,0.0087,191.6,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
Agmatine Sulfate,C5H14N4,2482-00-0,CAS_RN:2482-00-0,QYPPJABKJHAVHS-UHFFFAOYSA-N,131.1285,[M+H],1,128.5,0.715,0.0056,128.5,1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,7,"7, 8"
Aicar,C9H15N4O8P,3031-94-5,CAS_RN:3031-94-5,NOTGFIUVDGNKRI-UUOKFMHZSA-N,359.0369,[M-2H+Na],-1,175.5,0.455,0.0026,175.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Imidazole ribonucleosides and ribonucleotides,1-ribosyl-imidazolecarboxamides,4,8
Aicar,C9H15N4O8P,3031-94-5,CAS_RN:3031-94-5,NOTGFIUVDGNKRI-UUOKFMHZSA-N,337.0552,[M-H],-1,170.5,0.171,0.001,170.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Imidazole ribonucleosides and ribonucleotides,1-ribosyl-imidazolecarboxamides,4,8
Aicar,C9H15N4O8P,3031-94-5,CAS_RN:3031-94-5,NOTGFIUVDGNKRI-UUOKFMHZSA-N,339.0708,[M+H],1,171.9,0.263,0.0015,171.9,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Imidazole ribonucleosides and ribonucleotides,1-ribosyl-imidazolecarboxamides,4,8
Aicar,C9H15N4O8P,3031-94-5,CAS_RN:3031-94-5,NOTGFIUVDGNKRI-UUOKFMHZSA-N,361.0504,[M+Na],1,168.9,0.129,8.00E-04,168.9,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Imidazole ribonucleosides and ribonucleotides,1-ribosyl-imidazolecarboxamides,4,8
Aldosterone,C21H28O5,52-39-1,CAS_RN:52-39-1,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,359.1858,[M-H],-1,187.7,0.265,0.0014,187.7,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,3,7
Aldosterone,C21H28O5,52-39-1,CAS_RN:52-39-1,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,361.2015,[M+H],1,194.8,0.74,0.0038,194.8,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,3,7
Aldosterone,C21H28O5,52-39-1,CAS_RN:52-39-1,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,383.1834,[M+Na],1,202.8,0.478,0.0024,202.8,1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,3,7
Allantoin,C4H6N4O3,97-59-6,CAS_RN:97-59-6,POJWUDADGALRAB-UHFFFAOYSA-N,157.0373,[M-H],-1,126.7,1.254,0.0099,126.7,1,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,7,"7, 8"
Allantoin,C4H6N4O3,97-59-6,CAS_RN:97-59-6,POJWUDADGALRAB-UHFFFAOYSA-N,181.0325,[M+Na],1,143.3,1.396,0.0097,143.3,1,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,7,"7, 8"
allo-Threonine,C4H9NO3,28954-12-3,CAS_RN:28954-12-3,AYFVYJQAPQTCCC-HRFVKAFMSA-N,118.0515,[M-H],-1,119.7,0.681,0.0057,119.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Allose,C6H12O6,2595-97-3,CAS_RN:2595-97-3,WQZGKKKJIJFFOK-UHFFFAOYSA-N,203.0542,[M+Na],1,143,0.337,0.0024,143,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Allose,C6H12O6,2595-97-3,CAS_RN:2595-97-3,WQZGKKKJIJFFOK-UHFFFAOYSA-N,203.0542,[M+Na],1,146.1,0.115,8.00E-04,146.1,2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
alpha-D-Glucose,C6H12O6,492-62-6,CAS_RN:492-62-6,WQZGKKKJIJFFOK-DVKNGEFBSA-N,203.0533,[M+Na],1,146.5,0.177,0.0012,146.5,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
alpha-D-Glucose,C6H12O6,492-62-6,CAS_RN:492-62-6,WQZGKKKJIJFFOK-DVKNGEFBSA-N,203.0526,[M+Na],1,147.1,0.292,0.002,147.1,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,6,6
